ProdutoID,Nome_Produto,Categoria,Subcategoria,Marca,Custo_Unit,Preco_Lista,Ativo,Data_Lancamento
P000603,Produto P000603,Frios & Laticínios,Iogurtes,TopBrasil,12.66,19.29,True,2022-04-04
P000604,Produto P000604,Bebidas,Águas,Nordic,9.46,15.91,False,2024-04-16
P000605,Produto P000605,Higiene,Pasta de dente,Acme,10.25,16.69,True,2022-11-22
P000606,Produto P000606,Mercearia,Snacks,RioDoce,17.41,30.66,True,2025-06-14
P000607,Produto P000607,Frios & Laticínios,Manteiga,Acme,6.34,10.54,True,2022-05-11
P000608,Produto P000608,Mercearia,Enlatados,EcoVida,7.2,10.14,True,2023-03-25
P000609,Produto P000609,Limpeza,Detergentes,RioDoce,6.48,10.33,True,2024-06-18
P000610,Produto P000610,Bebidas,Energéticos,RioDoce,11.8,16.46,True,2022-11-11
P000611,Produto P000611,Limpeza,Lava-roupas,Nordic,4.16,5.99,True,2022-09-15
P000612,Produto P000612,Limpeza,Esponjas,RioDoce,26.04,41.93,True,2022-04-17
P000613,Produto P000613,Bebidas,Refrigerantes,EcoVida,7.97,11.09,True,2024-10-03
P000614,Produto P000614,Limpeza,Amaciantes,EcoVida,11.99,19.42,True,2023-09-22
P000615,Produto P000615,Frios & Laticínios,Iogurtes,Prime+,4.7,7.67,True,2022-10-09
P000616,Produto P000616,Mercearia,Molhos,TopBrasil,7.45,11.98,True,2023-06-13
P000617,Produto P000617,Frios & Laticínios,Iogurtes,ValeVerde,11.98,17.12,True,2022-10-09
P000618,Produto P000618,Higiene,Desodorantes,ValeVerde,4.38,7.75,True,2025-07-31
P000619,Produto P000619,Higiene,Pasta de dente,ValeVerde,24.71,37.4,True,2024-05-29
P000620,Produto P000620,Higiene,Sabonetes,EcoVida,5.0,8.18,True,2024-10-30
P000621,Produto P000621,Bebidas,Águas,Prime+,20.33,31.5,True,2023-08-21
P000622,Produto P000622,Limpeza,Lava-roupas,RioDoce,5.75,9.72,True,2024-04-28
P000623,Produto P000623,Frios & Laticínios,Iogurtes,EcoVida,12.91,17.87,True,2022-12-21
P000624,Produto P000624,Bebidas,Águas,Prime+,5.28,7.86,True,2024-05-10
P000625,Produto P000625,Bebidas,Energéticos,Acme,16.91,21.82,True,2022-06-14
P000626,Produto P000626,Bebidas,Águas,SulMax,7.96,10.37,True,2022-02-10
P000627,Produto P000627,Higiene,Desodorantes,Nordic,4.8,6.69,True,2023-06-15
P000628,Produto P000628,Higiene,Desodorantes,EcoVida,11.83,20.79,True,2024-02-05
P000629,Produto P000629,Mercearia,Massas,RioDoce,7.01,10.15,True,2024-02-15
P000630,Produto P000630,Frios & Laticínios,Manteiga,Nordic,9.41,16.84,True,2024-11-13
P000631,Produto P000631,Bebidas,Refrigerantes,Nordic,10.14,14.39,True,2024-10-30
P000632,Produto P000632,Limpeza,Lava-roupas,Prime+,4.73,8.16,True,2025-04-12
P000633,Produto P000633,Limpeza,Detergentes,Prime+,21.08,30.11,True,2023-03-26
P000634,Produto P000634,Mercearia,Enlatados,Acme,8.73,14.52,True,2022-01-07
P000635,Produto P000635,Mercearia,Massas,RioDoce,9.62,15.31,True,2024-09-02
P000636,Produto P000636,Limpeza,Detergentes,TopBrasil,5.42,9.36,True,2022-06-23
P000637,Produto P000637,Mercearia,Molhos,Nordic,9.31,12.27,True,2023-02-20
P000638,Produto P000638,Higiene,Shampoo,Acme,9.44,13.32,True,2022-06-17
P000639,Produto P000639,Limpeza,Amaciantes,Nordic,7.23,12.38,False,2022-06-29
P000640,Produto P000640,Bebidas,Refrigerantes,EcoVida,15.27,25.52,True,2022-08-27
P000641,Produto P000641,Higiene,Desodorantes,SulMax,5.01,7.97,True,2022-12-05
P000642,Produto P000642,Bebidas,Energéticos,Acme,7.31,9.79,True,2022-04-06
P000643,Produto P000643,Mercearia,Enlatados,TopBrasil,14.11,22.9,True,2022-10-26
P000644,Produto P000644,Higiene,Fraldas,Nordic,9.25,12.95,True,2024-04-10
P000645,Produto P000645,Frios & Laticínios,Iogurtes,SulMax,2.75,4.8,False,2025-01-22
P000646,Produto P000646,Frios & Laticínios,Requeijão,TopBrasil,8.72,11.76,True,2025-04-07
P000647,Produto P000647,Limpeza,Desinfetantes,RioDoce,4.04,6.27,True,2024-12-11
P000648,Produto P000648,Higiene,Sabonetes,TopBrasil,9.21,11.63,True,2025-01-01
P000649,Produto P000649,Frios & Laticínios,Iogurtes,Prime+,14.79,20.15,True,2025-05-08
P000650,Produto P000650,Limpeza,Amaciantes,Acme,5.51,7.96,True,2024-10-08
P000651,Produto P000651,Limpeza,Desinfetantes,ValeVerde,6.33,9.4,True,2023-10-18
P000652,Produto P000652,Mercearia,Massas,EcoVida,8.35,14.84,True,2022-04-02
P000653,Produto P000653,Frios & Laticínios,Requeijão,ValeVerde,9.53,15.86,True,2024-11-29
P000654,Produto P000654,Frios & Laticínios,Iogurtes,EcoVida,13.06,17.49,False,2024-05-29
P000655,Produto P000655,Frios & Laticínios,Iogurtes,ValeVerde,6.54,11.23,True,2024-09-24
P000656,Produto P000656,Higiene,Pasta de dente,RioDoce,8.71,11.75,True,2025-05-14
P000657,Produto P000657,Limpeza,Esponjas,EcoVida,9.74,16.67,True,2024-12-27
P000658,Produto P000658,Limpeza,Amaciantes,TopBrasil,10.82,14.27,True,2023-10-05
P000659,Produto P000659,Bebidas,Energéticos,EcoVida,7.98,11.68,True,2022-12-03
P000660,Produto P000660,Higiene,Shampoo,SulMax,14.36,25.45,True,2025-01-28
P000661,Produto P000661,Frios & Laticínios,Iogurtes,Nordic,25.91,34.25,True,2023-01-23
P000662,Produto P000662,Bebidas,Águas,ValeVerde,18.45,30.99,True,2024-06-17
P000663,Produto P000663,Higiene,Pasta de dente,TopBrasil,7.65,13.36,True,2022-09-23
P000664,Produto P000664,Bebidas,Cervejas,Nordic,12.58,18.26,True,2024-10-14
P000665,Produto P000665,Frios & Laticínios,Queijos,Prime+,7.8,10.1,True,2022-08-28
P000666,Produto P000666,Limpeza,Amaciantes,SulMax,8.46,14.8,True,2022-10-31
P000667,Produto P000667,Higiene,Shampoo,EcoVida,11.49,17.4,True,2023-04-11
P000668,Produto P000668,Frios & Laticínios,Requeijão,Nordic,29.36,50.97,True,2023-03-09
P000669,Produto P000669,Mercearia,Molhos,Acme,3.52,5.08,True,2025-05-19
P000670,Produto P000670,Frios & Laticínios,Queijos,TopBrasil,16.75,22.24,True,2022-06-13
P000671,Produto P000671,Limpeza,Desinfetantes,Nordic,13.6,23.25,True,2022-11-05
P000672,Produto P000672,Bebidas,Sucos,ValeVerde,12.0,19.71,True,2022-06-22
P000673,Produto P000673,Frios & Laticínios,Manteiga,SulMax,4.02,5.62,True,2022-10-31
P000674,Produto P000674,Limpeza,Amaciantes,EcoVida,19.71,24.74,True,2023-02-09
P000675,Produto P000675,Bebidas,Refrigerantes,SulMax,16.44,26.85,True,2022-07-05
P000676,Produto P000676,Mercearia,Enlatados,Nordic,4.38,5.91,True,2025-06-10
P000677,Produto P000677,Mercearia,Massas,RioDoce,23.23,40.19,True,2022-09-17
P000678,Produto P000678,Bebidas,Sucos,Nordic,6.63,11.91,True,2023-04-06
P000679,Produto P000679,Higiene,Sabonetes,ValeVerde,8.17,12.99,True,2022-04-26
P000680,Produto P000680,Higiene,Desodorantes,SulMax,5.86,7.71,True,2022-04-16
P000681,Produto P000681,Frios & Laticínios,Iogurtes,Nordic,5.1,7.74,True,2024-03-30
P000682,Produto P000682,Mercearia,Molhos,EcoVida,8.7,13.49,True,2023-03-03
P000683,Produto P000683,Bebidas,Sucos,TopBrasil,8.86,14.57,False,2024-08-20
P000684,Produto P000684,Mercearia,Café/Chá,Prime+,25.3,37.28,True,2025-05-16
P000685,Produto P000685,Bebidas,Águas,ValeVerde,14.65,20.41,True,2024-08-10
P000686,Produto P000686,Bebidas,Cervejas,SulMax,6.89,9.45,True,2023-04-15
P000687,Produto P000687,Limpeza,Amaciantes,RioDoce,11.14,15.3,True,2023-02-28
P000688,Produto P000688,Limpeza,Esponjas,Nordic,7.39,9.72,True,2025-02-03
P000689,Produto P000689,Frios & Laticínios,Iogurtes,Nordic,15.0,26.15,True,2024-03-31
P000690,Produto P000690,Bebidas,Sucos,Prime+,13.17,23.21,True,2025-03-23
P000691,Produto P000691,Frios & Laticínios,Leite,Nordic,11.7,19.44,True,2023-02-11
P000692,Produto P000692,Higiene,Desodorantes,RioDoce,4.17,6.49,True,2024-11-26
P000693,Produto P000693,Bebidas,Cervejas,Prime+,11.12,16.48,True,2022-08-07
P000694,Produto P000694,Higiene,Fraldas,Nordic,9.28,15.23,False,2023-11-20
P000695,Produto P000695,Mercearia,Enlatados,Nordic,10.0,16.46,True,2025-05-19
P000696,Produto P000696,Limpeza,Esponjas,EcoVida,2.81,3.85,True,2025-01-07
P000697,Produto P000697,Limpeza,Lava-roupas,Acme,2.13,3.26,False,2024-10-21
P000698,Produto P000698,Bebidas,Sucos,SulMax,11.23,14.17,True,2024-02-01
P000699,Produto P000699,Bebidas,Energéticos,Nordic,5.28,9.24,True,2025-02-04
P000700,Produto P000700,Higiene,Shampoo,Prime+,11.2,15.76,True,2023-01-25
P000701,Produto P000701,Limpeza,Detergentes,TopBrasil,7.95,14.11,True,2024-12-17
P000702,Produto P000702,Mercearia,Snacks,Acme,7.87,10.86,True,2025-03-27
P000703,Produto P000703,Higiene,Sabonetes,TopBrasil,3.62,5.18,False,2024-05-08
P000704,Produto P000704,Frios & Laticínios,Leite,TopBrasil,10.86,15.07,True,2024-01-17
P000705,Produto P000705,Mercearia,Molhos,Acme,2.56,4.51,True,2024-04-04
P000706,Produto P000706,Frios & Laticínios,Leite,Nordic,17.55,24.94,True,2022-11-11
P000707,Produto P000707,Frios & Laticínios,Queijos,ValeVerde,17.96,28.95,True,2024-11-14
P000708,Produto P000708,Frios & Laticínios,Requeijão,ValeVerde,12.04,19.2,True,2022-03-08
P000709,Produto P000709,Mercearia,Massas,ValeVerde,15.96,27.88,True,2023-12-11
P000710,Produto P000710,Mercearia,Café/Chá,TopBrasil,7.86,11.02,False,2023-09-18
P000711,Produto P000711,Frios & Laticínios,Queijos,SulMax,8.6,12.68,True,2024-04-26
P000712,Produto P000712,Higiene,Fraldas,ValeVerde,6.65,11.6,True,2025-07-20
P000713,Produto P000713,Higiene,Desodorantes,Nordic,18.19,29.62,True,2023-10-21
P000714,Produto P000714,Frios & Laticínios,Queijos,Nordic,6.59,9.79,False,2023-10-27
P000715,Produto P000715,Limpeza,Lava-roupas,Prime+,4.9,6.67,True,2024-11-15
P000716,Produto P000716,Mercearia,Café/Chá,ValeVerde,5.41,6.94,True,2025-05-26
P000717,Produto P000717,Higiene,Sabonetes,TopBrasil,15.5,19.77,True,2022-09-20
P000718,Produto P000718,Higiene,Sabonetes,Acme,8.23,11.26,True,2024-09-24
P000719,Produto P000719,Bebidas,Cervejas,SulMax,7.02,9.85,True,2025-04-10
P000720,Produto P000720,Frios & Laticínios,Manteiga,EcoVida,4.47,6.45,True,2022-02-15
P000721,Produto P000721,Mercearia,Molhos,Acme,12.74,19.26,True,2024-10-10
P000722,Produto P000722,Bebidas,Sucos,TopBrasil,6.49,11.21,True,2024-10-13
P000723,Produto P000723,Frios & Laticínios,Manteiga,Nordic,15.59,26.54,True,2025-05-19
P000724,Produto P000724,Higiene,Sabonetes,SulMax,7.35,11.35,True,2023-12-02
P000725,Produto P000725,Limpeza,Esponjas,Acme,20.82,32.44,True,2023-03-18
P000726,Produto P000726,Limpeza,Esponjas,Nordic,13.72,20.15,True,2025-01-24
P000727,Produto P000727,Bebidas,Cervejas,SulMax,4.95,8.6,True,2023-10-05
P000728,Produto P000728,Mercearia,Massas,ValeVerde,8.64,11.88,True,2024-09-17
P000729,Produto P000729,Frios & Laticínios,Manteiga,ValeVerde,8.72,14.55,True,2023-04-22
P000730,Produto P000730,Bebidas,Energéticos,Acme,20.45,27.04,True,2023-12-30
P000731,Produto P000731,Frios & Laticínios,Manteiga,Prime+,17.44,28.05,True,2023-01-17
P000732,Produto P000732,Bebidas,Cervejas,TopBrasil,7.97,13.81,True,2024-03-09
P000733,Produto P000733,Higiene,Fraldas,Prime+,4.24,6.35,True,2024-10-20
P000734,Produto P000734,Bebidas,Cervejas,ValeVerde,10.15,12.73,True,2023-06-27
P000735,Produto P000735,Mercearia,Snacks,EcoVida,18.85,29.09,True,2024-05-16
P000736,Produto P000736,Limpeza,Desinfetantes,TopBrasil,5.49,7.79,True,2023-11-08
P000737,Produto P000737,Bebidas,Águas,EcoVida,9.13,14.72,True,2025-06-25
P000738,Produto P000738,Frios & Laticínios,Requeijão,ValeVerde,7.12,12.54,True,2023-04-22
P000739,Produto P000739,Bebidas,Sucos,RioDoce,12.11,16.19,True,2023-11-27
P000740,Produto P000740,Frios & Laticínios,Leite,Prime+,6.39,11.44,True,2024-11-22
P000741,Produto P000741,Mercearia,Café/Chá,Prime+,8.69,11.2,True,2023-06-14
P000742,Produto P000742,Higiene,Sabonetes,SulMax,10.02,14.31,True,2025-03-06
P000743,Produto P000743,Higiene,Shampoo,ValeVerde,5.9,7.59,True,2024-06-22
P000744,Produto P000744,Bebidas,Sucos,ValeVerde,13.78,24.47,True,2024-08-31
P000745,Produto P000745,Mercearia,Café/Chá,Nordic,5.9,9.87,True,2025-06-11
P000746,Produto P000746,Frios & Laticínios,Manteiga,TopBrasil,6.04,7.95,True,2025-04-26
P000747,Produto P000747,Mercearia,Café/Chá,Prime+,5.56,9.41,True,2022-09-03
P000748,Produto P000748,Frios & Laticínios,Manteiga,ValeVerde,14.78,25.29,True,2024-12-27
P000749,Produto P000749,Limpeza,Detergentes,Prime+,5.35,9.62,True,2024-07-06
P000750,Produto P000750,Limpeza,Desinfetantes,Acme,6.87,11.02,True,2023-06-20
P000751,Produto P000751,Higiene,Fraldas,ValeVerde,11.84,18.1,True,2022-02-09
P000752,Produto P000752,Frios & Laticínios,Requeijão,Prime+,9.62,15.78,True,2024-02-12
P000753,Produto P000753,Bebidas,Energéticos,Nordic,10.0,16.02,True,2022-09-13
P000754,Produto P000754,Mercearia,Café/Chá,SulMax,11.13,15.19,True,2023-10-16
P000755,Produto P000755,Mercearia,Snacks,TopBrasil,9.99,15.95,True,2022-05-16
P000756,Produto P000756,Mercearia,Café/Chá,Prime+,7.01,12.44,True,2023-10-06
P000757,Produto P000757,Bebidas,Sucos,Nordic,5.86,10.37,True,2024-04-25
P000758,Produto P000758,Bebidas,Sucos,Prime+,5.71,7.48,True,2023-09-02
P000759,Produto P000759,Bebidas,Refrigerantes,EcoVida,45.39,76.13,True,2025-03-05
P000760,Produto P000760,Mercearia,Café/Chá,Nordic,7.17,12.38,True,2025-05-04
P000761,Produto P000761,Limpeza,Detergentes,SulMax,4.57,7.5,True,2023-11-10
P000762,Produto P000762,Mercearia,Café/Chá,Prime+,8.65,13.02,True,2024-09-05
P000763,Produto P000763,Mercearia,Massas,EcoVida,11.59,16.26,True,2023-01-07
P000764,Produto P000764,Mercearia,Enlatados,Acme,8.38,15.08,True,2022-02-22
P000765,Produto P000765,Higiene,Sabonetes,ValeVerde,7.83,11.86,True,2022-04-02
P000766,Produto P000766,Limpeza,Desinfetantes,SulMax,26.07,33.91,True,2022-11-25
P000767,Produto P000767,Bebidas,Energéticos,TopBrasil,8.41,13.62,True,2024-02-24
P000768,Produto P000768,Higiene,Pasta de dente,ValeVerde,10.47,14.41,True,2022-05-25
P000769,Produto P000769,Limpeza,Amaciantes,Acme,12.7,22.05,True,2023-04-16
P000770,Produto P000770,Higiene,Shampoo,TopBrasil,12.88,21.13,True,2022-11-10
P000771,Produto P000771,Higiene,Pasta de dente,TopBrasil,5.33,8.8,True,2022-11-26
P000772,Produto P000772,Limpeza,Amaciantes,ValeVerde,10.97,17.98,True,2024-08-11
P000773,Produto P000773,Mercearia,Café/Chá,Nordic,3.47,5.39,True,2022-07-17
P000774,Produto P000774,Mercearia,Enlatados,Prime+,4.3,5.45,True,2024-04-07
P000775,Produto P000775,Mercearia,Massas,RioDoce,18.14,25.97,True,2024-01-21
P000776,Produto P000776,Bebidas,Sucos,Acme,7.46,12.81,True,2024-11-23
P000777,Produto P000777,Frios & Laticínios,Requeijão,Prime+,15.29,25.51,True,2022-03-06
P000778,Produto P000778,Bebidas,Energéticos,RioDoce,12.96,18.05,True,2024-02-09
P000779,Produto P000779,Limpeza,Desinfetantes,RioDoce,19.31,26.99,True,2025-05-27
P000780,Produto P000780,Higiene,Desodorantes,ValeVerde,8.08,10.62,True,2023-12-17
P000781,Produto P000781,Higiene,Desodorantes,Nordic,12.67,22.2,True,2022-06-21
P000782,Produto P000782,Mercearia,Café/Chá,Nordic,6.88,10.53,True,2022-10-27
P000783,Produto P000783,Frios & Laticínios,Requeijão,RioDoce,9.3,13.16,True,2023-07-08
P000784,Produto P000784,Frios & Laticínios,Iogurtes,TopBrasil,14.28,23.18,True,2022-04-15
P000785,Produto P000785,Frios & Laticínios,Requeijão,Nordic,8.26,14.33,True,2024-12-24
P000786,Produto P000786,Mercearia,Snacks,ValeVerde,10.89,18.26,True,2022-02-08
P000787,Produto P000787,Frios & Laticínios,Iogurtes,RioDoce,10.29,14.91,True,2023-09-07
P000788,Produto P000788,Frios & Laticínios,Requeijão,SulMax,13.48,23.67,True,2023-03-30
P000789,Produto P000789,Frios & Laticínios,Manteiga,RioDoce,9.03,14.89,True,2022-04-27
P000790,Produto P000790,Limpeza,Lava-roupas,ValeVerde,9.65,15.2,True,2024-10-26
P000791,Produto P000791,Mercearia,Café/Chá,ValeVerde,6.0,9.66,True,2025-01-23
P000792,Produto P000792,Mercearia,Massas,Acme,6.51,9.03,True,2024-01-21
P000793,Produto P000793,Frios & Laticínios,Leite,ValeVerde,20.77,27.21,True,2024-01-27
P000794,Produto P000794,Limpeza,Desinfetantes,Acme,6.23,10.26,True,2022-12-07
P000795,Produto P000795,Bebidas,Cervejas,SulMax,10.05,16.66,True,2022-05-10
P000796,Produto P000796,Higiene,Sabonetes,TopBrasil,7.4,10.87,True,2024-05-28
P000797,Produto P000797,Mercearia,Massas,SulMax,14.63,19.16,True,2024-05-29
P000798,Produto P000798,Bebidas,Refrigerantes,EcoVida,17.35,23.03,True,2025-05-12
P000799,Produto P000799,Mercearia,Café/Chá,Prime+,14.63,22.08,True,2025-06-09
P000800,Produto P000800,Bebidas,Sucos,Nordic,9.58,17.11,True,2023-10-21
P000801,Produto P000801,Mercearia,Massas,SulMax,13.15,19.15,True,2022-10-27
P000802,Produto P000802,Higiene,Shampoo,EcoVida,5.09,6.95,False,2022-05-12
P000803,Produto P000803,Limpeza,Lava-roupas,Acme,7.66,12.08,True,2022-07-30
P000804,Produto P000804,Limpeza,Detergentes,SulMax,16.0,24.71,True,2023-03-09
P000805,Produto P000805,Frios & Laticínios,Requeijão,Prime+,7.36,10.68,True,2024-10-12
P000806,Produto P000806,Higiene,Shampoo,RioDoce,3.43,4.86,True,2023-08-21
P000807,Produto P000807,Frios & Laticínios,Iogurtes,Prime+,13.1,21.91,True,2022-07-02
P000808,Produto P000808,Frios & Laticínios,Manteiga,SulMax,3.89,5.6,False,2024-05-24
P000809,Produto P000809,Mercearia,Enlatados,EcoVida,13.49,18.23,True,2024-10-15
P000810,Produto P000810,Mercearia,Molhos,Acme,8.44,12.85,True,2023-11-30
P000811,Produto P000811,Higiene,Sabonetes,ValeVerde,8.8,14.63,True,2022-06-23
P000812,Produto P000812,Limpeza,Amaciantes,EcoVida,8.64,13.13,True,2025-02-24
P000813,Produto P000813,Frios & Laticínios,Queijos,TopBrasil,8.91,11.78,True,2023-03-06
P000814,Produto P000814,Mercearia,Molhos,RioDoce,4.86,6.91,True,2023-08-15
P000815,Produto P000815,Bebidas,Águas,ValeVerde,7.68,9.75,True,2023-06-21
P000816,Produto P000816,Bebidas,Águas,SulMax,22.67,38.61,True,2023-03-16
P000817,Produto P000817,Frios & Laticínios,Manteiga,ValeVerde,11.08,19.13,True,2025-02-02
P000818,Produto P000818,Bebidas,Refrigerantes,Nordic,19.95,32.29,True,2023-08-03
P000819,Produto P000819,Mercearia,Snacks,Nordic,11.23,17.99,True,2023-03-04
P000820,Produto P000820,Frios & Laticínios,Requeijão,TopBrasil,9.97,13.94,True,2025-03-31
P000821,Produto P000821,Higiene,Shampoo,RioDoce,12.36,21.14,True,2023-03-07
P000822,Produto P000822,Higiene,Sabonetes,SulMax,6.18,10.44,True,2022-08-13
P000823,Produto P000823,Bebidas,Refrigerantes,Prime+,13.67,18.45,True,2023-09-30
P000824,Produto P000824,Mercearia,Café/Chá,EcoVida,13.4,21.66,True,2024-08-23
P000825,Produto P000825,Limpeza,Detergentes,RioDoce,7.64,12.04,True,2022-08-16
P000826,Produto P000826,Bebidas,Energéticos,ValeVerde,11.09,14.71,True,2023-11-26
P000827,Produto P000827,Limpeza,Esponjas,RioDoce,11.3,14.91,True,2024-04-14
P000828,Produto P000828,Frios & Laticínios,Iogurtes,RioDoce,7.1,9.82,True,2025-06-07
P000829,Produto P000829,Frios & Laticínios,Queijos,SulMax,18.76,31.74,True,2023-04-25
P000830,Produto P000830,Higiene,Sabonetes,TopBrasil,7.78,13.26,True,2025-04-24
P000831,Produto P000831,Bebidas,Cervejas,TopBrasil,10.46,14.94,True,2024-01-27
P000832,Produto P000832,Bebidas,Refrigerantes,Prime+,6.1,7.68,True,2022-09-15
P000833,Produto P000833,Frios & Laticínios,Iogurtes,SulMax,20.71,31.72,True,2024-11-14
P000834,Produto P000834,Frios & Laticínios,Manteiga,RioDoce,8.04,13.39,True,2024-03-08
P000835,Produto P000835,Limpeza,Esponjas,SulMax,11.22,14.75,True,2023-09-16
P000836,Produto P000836,Mercearia,Snacks,ValeVerde,5.31,8.43,True,2022-02-03
P000837,Produto P000837,Higiene,Sabonetes,EcoVida,4.06,5.14,True,2024-10-10
P000838,Produto P000838,Bebidas,Cervejas,Nordic,5.28,9.35,True,2024-10-09
P000839,Produto P000839,Higiene,Shampoo,RioDoce,9.82,16.53,True,2022-11-29
P000840,Produto P000840,Limpeza,Lava-roupas,ValeVerde,16.83,22.39,False,2022-02-12
P000841,Produto P000841,Higiene,Desodorantes,TopBrasil,5.0,7.67,False,2024-08-29
P000842,Produto P000842,Higiene,Pasta de dente,SulMax,6.98,11.48,False,2022-06-07
P000843,Produto P000843,Mercearia,Café/Chá,Prime+,14.41,19.81,True,2022-10-17
P000844,Produto P000844,Mercearia,Enlatados,TopBrasil,5.65,7.09,True,2025-07-28
P000845,Produto P000845,Limpeza,Detergentes,EcoVida,18.68,28.5,True,2024-08-22
P000846,Produto P000846,Mercearia,Snacks,Acme,11.79,16.35,True,2024-10-10
P000847,Produto P000847,Bebidas,Energéticos,Prime+,15.86,26.69,True,2024-04-19
P000848,Produto P000848,Bebidas,Refrigerantes,ValeVerde,7.96,10.11,True,2022-12-30
P000849,Produto P000849,Mercearia,Massas,ValeVerde,23.56,41.79,True,2025-03-29
P000850,Produto P000850,Higiene,Shampoo,Nordic,14.14,19.02,True,2024-12-09
P000851,Produto P000851,Frios & Laticínios,Leite,SulMax,7.74,12.56,True,2023-10-12
P000852,Produto P000852,Higiene,Desodorantes,Prime+,3.67,6.07,True,2023-12-25
P000853,Produto P000853,Frios & Laticínios,Queijos,Prime+,10.06,14.75,True,2024-08-02
P000854,Produto P000854,Higiene,Shampoo,Acme,7.81,12.44,True,2023-03-31
P000855,Produto P000855,Frios & Laticínios,Queijos,Nordic,11.68,18.37,True,2023-07-17
P000856,Produto P000856,Frios & Laticínios,Iogurtes,RioDoce,9.42,13.04,True,2023-12-27
P000857,Produto P000857,Mercearia,Snacks,Nordic,10.14,16.34,True,2022-05-17
P000858,Produto P000858,Bebidas,Sucos,Prime+,8.46,12.87,True,2024-05-23
P000859,Produto P000859,Bebidas,Sucos,TopBrasil,17.72,23.86,True,2022-09-16
P000860,Produto P000860,Higiene,Desodorantes,EcoVida,7.15,10.55,True,2024-11-17
P000861,Produto P000861,Limpeza,Amaciantes,TopBrasil,5.94,8.01,False,2024-08-14
P000862,Produto P000862,Bebidas,Cervejas,SulMax,2.39,3.89,True,2024-04-09
P000863,Produto P000863,Frios & Laticínios,Leite,ValeVerde,24.89,40.1,True,2023-07-03
P000864,Produto P000864,Higiene,Shampoo,Acme,13.31,16.66,True,2023-01-11
P000865,Produto P000865,Frios & Laticínios,Iogurtes,SulMax,9.25,14.16,True,2023-03-06
P000866,Produto P000866,Mercearia,Café/Chá,Acme,13.35,18.35,True,2025-07-24
P000867,Produto P000867,Higiene,Desodorantes,RioDoce,15.97,26.38,True,2024-06-26
P000868,Produto P000868,Frios & Laticínios,Queijos,Nordic,8.13,12.54,True,2022-05-25
P000869,Produto P000869,Mercearia,Enlatados,TopBrasil,4.27,5.95,True,2022-02-05
P000870,Produto P000870,Mercearia,Snacks,Prime+,6.82,9.93,True,2023-03-17
P000871,Produto P000871,Higiene,Shampoo,TopBrasil,9.06,13.03,True,2023-08-07
P000872,Produto P000872,Bebidas,Sucos,EcoVida,20.52,33.31,True,2024-12-11
P000873,Produto P000873,Higiene,Desodorantes,Prime+,5.3,8.41,True,2024-09-21
P000874,Produto P000874,Frios & Laticínios,Iogurtes,Acme,12.51,22.29,True,2024-10-27
P000875,Produto P000875,Limpeza,Lava-roupas,TopBrasil,12.77,17.31,False,2024-02-16
P000876,Produto P000876,Bebidas,Refrigerantes,ValeVerde,6.49,8.21,True,2022-05-05
P000877,Produto P000877,Frios & Laticínios,Iogurtes,Nordic,17.18,22.01,True,2025-02-02
P000878,Produto P000878,Mercearia,Café/Chá,ValeVerde,10.61,19.01,True,2023-07-13
P000879,Produto P000879,Mercearia,Molhos,ValeVerde,27.57,38.72,True,2025-04-20
P000880,Produto P000880,Frios & Laticínios,Leite,SulMax,10.09,13.24,True,2025-06-13
P000881,Produto P000881,Limpeza,Desinfetantes,TopBrasil,2.91,4.89,True,2023-05-04
P000882,Produto P000882,Frios & Laticínios,Requeijão,RioDoce,2.99,5.33,True,2024-10-10
P000883,Produto P000883,Bebidas,Energéticos,Nordic,19.44,30.74,True,2022-08-14
P000884,Produto P000884,Bebidas,Águas,SulMax,12.42,17.09,True,2022-05-12
P000885,Produto P000885,Mercearia,Café/Chá,Prime+,8.63,12.53,True,2023-06-10
P000886,Produto P000886,Limpeza,Desinfetantes,RioDoce,6.4,9.56,True,2023-02-13
P000887,Produto P000887,Bebidas,Sucos,RioDoce,6.86,10.93,True,2023-07-29
P000888,Produto P000888,Bebidas,Cervejas,TopBrasil,6.96,11.7,True,2024-08-04
P000889,Produto P000889,Frios & Laticínios,Manteiga,Nordic,4.07,5.6,True,2024-03-05
P000890,Produto P000890,Mercearia,Snacks,Prime+,8.91,11.49,False,2023-05-28
P000891,Produto P000891,Bebidas,Refrigerantes,RioDoce,9.83,17.31,True,2024-06-25
P000892,Produto P000892,Limpeza,Esponjas,Acme,20.6,26.93,True,2025-07-03
P000893,Produto P000893,Higiene,Sabonetes,Nordic,13.8,18.2,True,2024-10-22
P000894,Produto P000894,Limpeza,Amaciantes,TopBrasil,6.47,10.63,True,2022-07-21
P000895,Produto P000895,Frios & Laticínios,Leite,Prime+,5.66,10.04,True,2023-07-03
P000896,Produto P000896,Mercearia,Snacks,SulMax,8.1,10.47,True,2024-11-19
P000897,Produto P000897,Limpeza,Amaciantes,Prime+,5.33,9.32,True,2024-02-13
P000898,Produto P000898,Limpeza,Amaciantes,TopBrasil,6.36,9.37,True,2024-07-04
P000899,Produto P000899,Limpeza,Detergentes,SulMax,8.35,13.59,True,2023-11-04
P000900,Produto P000900,Higiene,Desodorantes,Nordic,5.48,9.24,True,2025-05-17
P000901,Produto P000901,Bebidas,Energéticos,Nordic,5.09,7.98,True,2023-07-23
